id	camera_l	disp	qw	qx	qy	qz	tx	ty	tz
0	Kite_training/cloudy/color_left/trajectory_3005/000004.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000004.PNG	0.999998	0.001838	0.000030	0.000071	0.668465	-1.065574	2.921941
1	Kite_training/cloudy/color_left/trajectory_3005/000008.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000008.PNG	0.999998	0.002078	0.000049	0.000077	0.664779	-1.067843	2.929830
2	Kite_training/cloudy/color_left/trajectory_3005/000012.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000012.PNG	0.999996	0.002962	0.000074	0.000071	0.661056	-1.069650	2.936612
3	Kite_training/cloudy/color_left/trajectory_3005/000016.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000016.PNG	0.999991	0.004165	0.000094	0.000048	0.657261	-1.067223	2.943487
4	Kite_training/cloudy/color_left/trajectory_3005/000020.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000020.PNG	0.999990	0.004527	0.000074	-0.000006	0.653360	-1.058731	2.950485
5	Kite_training/cloudy/color_left/trajectory_3005/000024.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000024.PNG	0.999993	0.003790	0.000005	-0.000093	0.649637	-1.049133	2.955649
6	Kite_training/cloudy/color_left/trajectory_3005/000028.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000028.PNG	0.999997	0.002282	-0.000071	-0.000169	0.646492	-1.044110	2.957147
7	Kite_training/cloudy/color_left/trajectory_3005/000032.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000032.PNG	0.999999	0.001058	-0.000018	-0.000096	0.644074	-1.045598	2.954914
8	Kite_training/cloudy/color_left/trajectory_3005/000036.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000036.PNG	1.000000	0.000325	0.000192	0.000152	0.641334	-1.051572	2.949956
9	Kite_training/cloudy/color_left/trajectory_3005/000040.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000040.PNG	1.000000	0.000057	0.000501	0.000511	0.636941	-1.058849	2.943484
10	Kite_training/cloudy/color_left/trajectory_3005/000044.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000044.PNG	1.000000	0.000015	0.000419	0.000433	0.629767	-1.060769	2.936891
11	Kite_training/cloudy/color_left/trajectory_3005/000048.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000048.PNG	1.000000	0.000076	-0.000305	-0.000361	0.622913	-1.053398	2.930313
12	Kite_training/cloudy/color_left/trajectory_3005/000052.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000052.PNG	0.999997	0.000234	-0.001738	-0.001803	0.621469	-1.035995	2.923173
13	Kite_training/cloudy/color_left/trajectory_3005/000056.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000056.PNG	0.999984	0.000409	-0.004568	-0.003174	0.629170	-1.015119	2.914767
14	Kite_training/cloudy/color_left/trajectory_3005/000060.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000060.PNG	0.999949	0.000570	-0.009203	-0.004047	0.652832	-0.995360	2.903187
15	Kite_training/cloudy/color_left/trajectory_3005/000064.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000064.PNG	0.999868	0.000716	-0.015620	-0.004417	0.701632	-0.977279	2.885369
16	Kite_training/cloudy/color_left/trajectory_3005/000068.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000068.PNG	0.999754	0.000654	-0.021636	-0.004815	0.786077	-0.960794	2.857486
17	Kite_training/cloudy/color_left/trajectory_3005/000072.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000072.PNG	0.999702	0.000119	-0.023602	-0.006150	0.905918	-0.945834	2.817615
18	Kite_training/cloudy/color_left/trajectory_3005/000076.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000076.PNG	0.999738	-0.000837	-0.021228	-0.008503	1.039262	-0.932855	2.769654
19	Kite_training/cloudy/color_left/trajectory_3005/000080.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000080.PNG	0.999805	-0.001699	-0.016444	-0.010807	1.160256	-0.921046	2.721713
20	Kite_training/cloudy/color_left/trajectory_3005/000084.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000084.PNG	0.999862	-0.001905	-0.011614	-0.011722	1.252153	-0.909044	2.681933
21	Kite_training/cloudy/color_left/trajectory_3005/000088.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000088.PNG	0.999913	-0.001512	-0.006871	-0.011152	1.313111	-0.896853	2.654427
22	Kite_training/cloudy/color_left/trajectory_3005/000092.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000092.PNG	0.999950	-0.000995	-0.002861	-0.009500	1.341932	-0.885114	2.641135
23	Kite_training/cloudy/color_left/trajectory_3005/000096.JPEG	Kite_training/cloudy/stereo_disparity/trajectory_3005/000096.PNG	0.999972	-0.000919	-0.000559	-0.007366	1.341128	-0.875703	2.640053
