id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000006.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000008.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000008.png	0.999998	0.001628	-0.001111	-0.000527	-0.014350	-0.014486	3.476310	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000010.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000010.png	0.999999	0.001056	-0.001160	-0.000083	-0.014398	-0.016163	3.638360	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000012.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000012.png	0.999999	0.000657	-0.001001	0.000347	-0.013148	-0.016305	3.623221	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000009.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000009.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000011.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000011.png	0.999999	0.000842	-0.001076	0.000107	-0.013222	-0.014893	3.457929	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000013.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000013.png	1.000000	-0.000359	-0.000862	0.000018	-0.013652	-0.010253	3.617412	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000015.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000015.png	0.999999	-0.001233	-0.000356	-0.000517	-0.015051	-0.006797	3.603938	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000014.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000014.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000016.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000016.png	0.999999	-0.000850	-0.000068	-0.000530	-0.015420	-0.011176	3.596751	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000018.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000018.png	1.000000	-0.000823	-0.000028	0.000476	-0.011306	-0.010745	3.582481	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000020.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000020.png	0.999999	0.001087	-0.000180	0.000987	-0.007453	-0.011336	3.390166	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000017.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000019.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000019.png	1.000000	-0.000261	-0.000164	0.000897	-0.009491	-0.007156	3.574256	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000021.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000021.png	1.000000	0.000417	-0.000143	0.000773	-0.008651	-0.010890	3.547342	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000023.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000023.png	0.999999	-0.001557	-0.000126	0.000562	-0.009268	-0.007163	3.351772	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000022.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000022.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0015_sync/image_02/data/0000000024.png	train/2011_09_26_drive_0015_sync/proj_depth/groundtruth/image_02/0000000024.png	0.999999	-0.001074	-0.000192	0.000884	-0.009652	-0.010105	3.496866	0.580948	1.924101	0.490788	0.460944
