id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000006.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000008.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000008.png	0.999118	0.001191	0.041619	-0.005493	0.101529	0.008960	0.999975	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000010.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000010.png	0.999256	0.003200	0.038414	0.000866	0.116678	0.012146	1.080477	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000012.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000012.png	0.999410	0.012640	0.031909	0.001125	0.097295	0.015602	1.094473	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000009.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000009.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000011.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000011.png	0.999333	0.008501	0.035329	0.003711	0.117524	0.010004	1.085975	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000013.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000013.png	0.999518	0.009717	0.029049	-0.005016	0.067251	0.023071	1.116351	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000015.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000015.png	0.999705	-0.004914	0.023070	-0.005856	0.034624	-0.009863	1.179188	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000014.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000014.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000016.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000016.png	0.999758	-0.006809	0.020790	-0.002216	0.038163	-0.025797	1.201860	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000018.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000018.png	0.999885	-0.001601	0.015038	0.000659	0.032806	-0.012549	1.178961	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000020.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000020.png	0.999957	-0.000780	0.009148	-0.001221	0.013817	0.001432	1.284813	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000017.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000019.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000019.png	0.999928	-0.000581	0.012007	-0.000259	0.019113	-0.002402	1.197149	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000021.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000021.png	0.999978	-0.000981	0.006526	-0.001129	0.008730	-0.002722	1.309820	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000023.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000023.png	0.999997	0.000399	0.001948	0.001633	0.004994	-0.021129	1.350627	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000022.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000022.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000024.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000024.png	0.999996	0.002022	0.000596	0.002097	0.002989	-0.048623	1.362255	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000026.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000026.png	0.999999	0.000623	-0.001153	0.000325	-0.002079	-0.052481	1.415253	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000028.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000028.png	0.999992	-0.003803	-0.001357	-0.000653	-0.000012	-0.053366	1.405640	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000031.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000031.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000033.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000033.png	0.999986	0.001533	-0.004949	-0.000598	-0.016859	-0.064235	1.545856	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000035.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000035.png	0.999982	0.000642	-0.005732	0.001365	-0.008009	-0.087538	1.473168	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0039_sync/image_02/data/0000000037.png	train/2011_09_26_drive_0039_sync/proj_depth/groundtruth/image_02/0000000037.png	0.999974	-0.001925	-0.006267	0.002850	-0.001343	-0.078509	1.554738	0.580948	1.924101	0.490788	0.460944
