id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000006.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000008.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000008.png	0.999989	-0.000407	0.004617	-0.000471	0.018369	0.000726	3.183943	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000010.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000010.png	0.999991	0.000792	0.004180	-0.000420	0.016477	-0.003230	3.041629	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000012.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000012.png	0.999992	-0.000210	0.003887	0.000075	0.014503	-0.008023	3.204297	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000009.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000009.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000011.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000011.png	0.999991	0.000315	0.004250	0.000076	0.016507	-0.006393	3.200330	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000013.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000013.png	0.999995	-0.000085	0.003077	-0.000228	0.011218	-0.009003	3.052770	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000015.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000015.png	0.999997	0.000151	0.002363	0.000014	0.007018	-0.006048	3.206797	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000014.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000014.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000016.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000016.png	0.999999	0.000136	0.001670	0.000270	0.005440	-0.005475	3.054611	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000018.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000018.png	0.999999	-0.001129	-0.000382	0.001193	0.005338	0.001279	3.208579	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000020.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000020.png	0.999997	0.000380	-0.002355	-0.000257	-0.004530	-0.000236	3.212189	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000017.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000019.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000019.png	0.999998	-0.000461	-0.001553	0.000733	0.001595	0.002113	3.209202	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000021.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000021.png	0.999995	0.000242	-0.002823	-0.001186	-0.010112	-0.002288	3.066195	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000023.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000023.png	0.999991	0.001168	-0.003573	-0.002172	-0.016830	-0.004106	3.229544	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000022.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000022.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000024.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000024.png	0.999991	0.001698	-0.003500	-0.001698	-0.014519	-0.008605	3.082546	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000026.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000026.png	0.999990	0.001124	-0.004365	-0.000168	-0.011869	-0.004044	3.251406	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000028.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000028.png	0.999988	-0.001368	-0.004631	0.000036	-0.010606	0.008098	3.268901	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000025.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000025.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000027.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000027.png	0.999990	-0.000397	-0.004377	0.000154	-0.008063	0.005332	3.103767	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0032_sync/image_02/data/0000000029.png	train/2011_09_26_drive_0032_sync/proj_depth/groundtruth/image_02/0000000029.png	0.999990	-0.000874	-0.004434	-0.000105	-0.012275	0.004362	3.277377	0.580948	1.924101	0.490788	0.460944
