id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000006.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000008.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000008.png	0.998898	-0.001826	0.046907	-0.000271	0.102888	0.004754	0.451832	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000010.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000010.png	0.998700	-0.007708	0.050209	0.004338	0.135740	-0.006681	0.505992	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000012.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000012.png	0.998387	-0.003755	0.056590	0.002497	0.142932	-0.008325	0.543658	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000009.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000009.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000011.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000011.png	0.998713	-0.006042	0.050006	0.005962	0.140857	-0.006635	0.500753	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000013.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000013.png	0.998293	-0.003822	0.058271	0.000221	0.141822	-0.009541	0.567405	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000015.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000015.png	0.998141	-0.003475	0.060700	0.004213	0.163029	-0.011926	0.615982	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000014.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000014.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000016.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000016.png	0.998310	-0.002583	0.057913	0.004168	0.157495	-0.012592	0.611673	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000018.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000018.png	0.998263	-0.000384	0.058822	0.003435	0.161231	-0.005965	0.709645	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000020.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000020.png	0.998471	-0.001520	0.055244	-0.000933	0.138842	-0.008595	0.792570	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000017.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000019.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000019.png	0.998333	-0.001176	0.057711	0.000412	0.148085	-0.005879	0.751950	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000021.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000021.png	0.998797	-0.000893	0.049034	0.000447	0.129513	-0.011969	0.797149	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000023.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000023.png	0.998989	-0.001156	0.044947	0.000469	0.123761	-0.017411	0.931161	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000022.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000022.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000024.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000024.png	0.999179	0.000537	0.040521	0.000249	0.107924	-0.016272	0.930832	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000026.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000026.png	0.999370	0.003240	0.035161	0.003624	0.110104	-0.014939	1.072559	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000028.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000028.png	0.999681	0.002310	0.025046	0.002490	0.077907	-0.011325	1.181130	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000025.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000025.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000027.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000027.png	0.999573	0.003099	0.028878	0.003138	0.089725	-0.011503	1.071957	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000029.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000029.png	0.999810	0.000797	0.019368	0.001976	0.061821	-0.011351	1.233630	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000031.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000031.png	0.999927	-0.001714	0.011976	0.000625	0.033861	-0.013709	1.338101	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000030.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000030.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000032.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000032.png	0.999938	-0.002152	0.010916	-0.000856	0.023574	-0.013157	1.321252	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000034.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000034.png	0.999941	-0.002014	0.010695	-0.000333	0.025559	-0.017164	1.474807	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000036.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000036.png	0.999940	-0.001367	0.010863	0.000507	0.028165	-0.017014	1.552983	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000033.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000033.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000035.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000035.png	0.999944	-0.001814	0.010394	-0.000002	0.025144	-0.016871	1.443875	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000037.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000037.png	0.999939	-0.002253	0.010816	-0.000076	0.026393	-0.016275	1.585181	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000039.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000039.png	0.999917	-0.004115	0.012197	-0.000659	0.026102	-0.017302	1.626814	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000038.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000038.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000040.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000040.png	0.999910	-0.003695	0.012928	-0.000135	0.030689	-0.022129	1.635919	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000042.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000042.png	0.999893	0.000196	0.014603	0.000115	0.036083	-0.033051	1.647239	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000044.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000044.png	0.999822	0.001311	0.018844	-0.000287	0.048628	-0.036730	1.662693	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000041.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000041.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000043.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000043.png	0.999888	0.000995	0.014937	0.000144	0.036586	-0.032606	1.576722	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000045.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000045.png	0.999728	0.001244	0.023209	-0.001901	0.056686	-0.036552	1.669922	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000047.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000047.png	0.999488	0.000245	0.031960	-0.001732	0.080111	-0.031707	1.683725	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000046.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000046.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000048.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000048.png	0.999423	0.000352	0.033962	-0.000451	0.091608	-0.034735	1.688596	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000050.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000050.png	0.999429	0.001609	0.033754	0.000729	0.096409	-0.037800	1.697965	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000052.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000052.png	0.999454	0.003372	0.032844	0.001507	0.094008	-0.038367	1.703994	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000049.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000049.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000051.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000051.png	0.999501	0.002289	0.031501	-0.000436	0.083232	-0.036361	1.621156	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000053.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000053.png	0.999451	0.004341	0.032404	0.005320	0.104128	-0.037963	1.704521	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000055.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000055.png	0.999502	0.004935	0.030302	0.007256	0.106524	-0.040765	1.708161	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000054.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000054.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000056.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000056.png	0.999575	0.003810	0.027822	0.007824	0.102277	-0.038470	1.632908	0.576746	1.911057	0.490936	0.494893
2	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000058.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000058.png	0.999549	0.011268	0.027171	0.005980	0.101470	-0.057674	1.701372	0.576746	1.911057	0.490936	0.494893
3	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000060.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000060.png	0.999486	0.017627	0.026760	0.000468	0.080487	-0.051856	1.678981	0.576746	1.911057	0.490936	0.494893
0	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000062.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000062.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576746	1.911057	0.490936	0.494893
1	2011_09_30/2011_09_30_drive_0034_sync/image_02/data/0000000064.png	train/2011_09_30_drive_0034_sync/proj_depth/groundtruth/image_02/0000000064.png	0.999728	-0.003440	0.022958	0.002413	0.072347	-0.027812	1.610214	0.576746	1.911057	0.490936	0.494893
