id	camera_l	disp	qw	qx	qy	qz	tx	ty	tz
0	Kite_training/sunny/color_left/trajectory_0013/000004.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000004.PNG	1.000000	-0.000027	0.000080	0.000051	-0.355229	0.136710	1.786102
1	Kite_training/sunny/color_left/trajectory_0013/000008.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000008.PNG	1.000000	-0.000011	0.000086	0.000044	-0.354329	0.107818	1.782827
2	Kite_training/sunny/color_left/trajectory_0013/000012.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000012.PNG	1.000000	0.000050	0.000075	0.000024	-0.353705	0.080064	1.779787
3	Kite_training/sunny/color_left/trajectory_0013/000016.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000016.PNG	1.000000	0.000119	0.000053	-0.000004	-0.353247	0.053362	1.776919
4	Kite_training/sunny/color_left/trajectory_0013/000020.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000020.PNG	1.000000	0.000053	0.000033	-0.000026	-0.352711	0.026846	1.773964
5	Kite_training/sunny/color_left/trajectory_0013/000024.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000024.PNG	1.000000	-0.000180	0.000019	-0.000037	-0.352057	-0.000166	1.770866
6	Kite_training/sunny/color_left/trajectory_0013/000028.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000028.PNG	1.000000	-0.000560	0.000012	-0.000038	-0.351303	-0.028244	1.767643
7	Kite_training/sunny/color_left/trajectory_0013/000032.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000032.PNG	1.000000	-0.000857	0.000006	-0.000030	-0.350457	-0.057709	1.764673
8	Kite_training/sunny/color_left/trajectory_0013/000036.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000036.PNG	1.000000	-0.000936	-0.000001	-0.000014	-0.349520	-0.088152	1.762161
9	Kite_training/sunny/color_left/trajectory_0013/000040.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000040.PNG	1.000000	-0.000817	-0.000007	0.000008	-0.348496	-0.117887	1.760092
10	Kite_training/sunny/color_left/trajectory_0013/000044.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000044.PNG	1.000000	-0.000690	-0.000006	0.000026	-0.347422	-0.137948	1.758358
11	Kite_training/sunny/color_left/trajectory_0013/000048.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000048.PNG	1.000000	-0.000658	0.000006	0.000034	-0.346342	-0.143912	1.756937
12	Kite_training/sunny/color_left/trajectory_0013/000052.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000052.PNG	1.000000	-0.000721	0.000029	0.000031	-0.345291	-0.136130	1.755855
13	Kite_training/sunny/color_left/trajectory_0013/000056.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000056.PNG	1.000000	-0.000796	0.000053	0.000024	-0.344311	-0.119114	1.755146
14	Kite_training/sunny/color_left/trajectory_0013/000060.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000060.PNG	1.000000	-0.000737	0.000061	0.000024	-0.343419	-0.100222	1.754859
15	Kite_training/sunny/color_left/trajectory_0013/000064.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000064.PNG	1.000000	-0.000531	0.000050	0.000030	-0.342559	-0.079722	1.755048
16	Kite_training/sunny/color_left/trajectory_0013/000068.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000068.PNG	1.000000	-0.000337	0.000029	0.000034	-0.341697	-0.056499	1.755705
17	Kite_training/sunny/color_left/trajectory_0013/000072.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000072.PNG	1.000000	-0.000533	0.000015	0.000017	-0.340863	-0.029174	1.756733
18	Kite_training/sunny/color_left/trajectory_0013/000076.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000076.PNG	0.999999	-0.001174	0.000013	-0.000026	-0.340094	0.001072	1.758088
19	Kite_training/sunny/color_left/trajectory_0013/000080.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000080.PNG	0.999998	-0.001911	0.000021	-0.000072	-0.339382	0.031776	1.759970
20	Kite_training/sunny/color_left/trajectory_0013/000084.JPEG	Kite_training/sunny/stereo_disparity/trajectory_0013/000084.PNG	0.999998	-0.001954	0.000034	-0.000073	-0.338651	0.060600	1.762820
