id	camera_l	disp	qw	qx	qy	qz	tx	ty	tz
0	PLE_training/spring/color_left/trajectory_5013/000004.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000004.PNG	0.999891	0.002869	0.006557	-0.012911	0.149986	-0.045051	0.741595
1	PLE_training/spring/color_left/trajectory_5013/000008.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000008.PNG	0.999941	0.004424	-0.006418	-0.007504	0.107539	-0.015490	0.743401
2	PLE_training/spring/color_left/trajectory_5013/000012.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000012.PNG	0.999569	0.006729	-0.028577	-0.000455	0.068516	-0.000842	0.738818
3	PLE_training/spring/color_left/trajectory_5013/000016.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000016.PNG	0.998350	0.008466	-0.056329	0.007251	0.053899	-0.000474	0.727078
4	PLE_training/spring/color_left/trajectory_5013/000020.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000020.PNG	0.996862	0.006994	-0.077961	0.011830	0.091812	-0.018770	0.706250
5	PLE_training/spring/color_left/trajectory_5013/000024.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000024.PNG	0.995779	0.002317	-0.090953	0.012074	0.172722	-0.062273	0.669676
6	PLE_training/spring/color_left/trajectory_5013/000028.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000028.PNG	0.995409	-0.004245	-0.095311	0.007715	0.276325	-0.134554	0.609992
7	PLE_training/spring/color_left/trajectory_5013/000032.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000032.PNG	0.995513	-0.009118	-0.094179	0.001022	0.376613	-0.211011	0.528221
8	PLE_training/spring/color_left/trajectory_5013/000036.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000036.PNG	0.995845	-0.009919	-0.090352	-0.005587	0.460903	-0.264362	0.433466
9	PLE_training/spring/color_left/trajectory_5013/000040.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000040.PNG	0.996380	-0.006727	-0.083987	-0.011283	0.529690	-0.287078	0.335920
10	PLE_training/spring/color_left/trajectory_5013/000044.JPEG	PLE_training/spring/stereo_disparity/trajectory_5013/000044.PNG	0.997092	-0.001635	-0.074842	-0.014282	0.583537	-0.279828	0.244610
