id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000299.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000299.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000301.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000301.png	1.000000	0.000389	-0.000658	-0.000023	-0.003212	0.006064	0.508177	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000303.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000303.png	1.000000	-0.000077	-0.000645	0.000549	-0.001700	0.006912	0.621432	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000305.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000305.png	1.000000	0.000322	-0.000736	-0.000341	-0.004322	0.009091	0.711095	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000304.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000304.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000306.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000306.png	0.999999	0.000501	-0.000874	-0.000282	-0.003565	0.008164	0.755801	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000308.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000308.png	1.000000	-0.000033	-0.000526	-0.000571	-0.002543	0.005126	0.850031	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000310.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000310.png	1.000000	0.000689	0.000058	0.000563	0.003587	0.003378	0.945137	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000307.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000307.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000309.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000309.png	1.000000	0.000668	-0.000266	-0.000178	-0.000379	0.003296	0.938559	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000311.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000311.png	1.000000	0.000137	0.000309	-0.000026	0.002040	0.005013	0.946840	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000313.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000313.png	0.999999	-0.000045	0.000841	-0.001178	-0.001624	0.002451	1.076160	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000312.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000312.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000314.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000314.png	0.999999	-0.000257	0.001106	-0.000884	0.000940	0.003408	1.112828	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000316.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000316.png	0.999999	-0.000114	0.001403	0.000235	0.004247	0.007262	1.186472	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000318.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000318.png	0.999999	0.000009	0.001211	-0.000239	0.003578	0.008473	1.202544	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000315.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000315.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000317.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000317.png	0.999999	0.000321	0.001581	-0.000224	0.003866	0.006740	1.222055	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000319.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000319.png	0.999999	-0.000274	0.001328	0.000810	0.006696	0.010342	1.302744	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000321.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000321.png	0.999997	-0.001605	0.001364	0.001454	0.009580	0.015148	1.376649	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000320.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000320.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000322.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000322.png	0.999998	-0.001332	0.001188	0.000907	0.007014	0.016752	1.411053	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000324.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000324.png	0.999998	0.001256	0.000839	0.001433	0.010374	0.009690	1.478479	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000326.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000326.png	0.999997	0.001469	0.000833	-0.001954	-0.000808	0.016578	1.475272	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000323.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000323.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0057_sync/image_02/data/0000000325.png	train/2011_09_26_drive_0057_sync/proj_depth/groundtruth/image_02/0000000325.png	0.999999	0.001250	0.000733	-0.000155	0.004980	0.013899	1.514172	0.580948	1.924101	0.490788	0.460944
