id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000006.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000008.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000008.png	0.999978	-0.000699	0.006553	-0.000940	0.011073	-0.006829	0.695109	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000010.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000010.png	0.999963	-0.001806	0.008378	-0.001032	0.016920	-0.004482	0.627376	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000012.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000012.png	0.999955	-0.001281	0.009433	0.000035	0.027133	-0.006176	0.588870	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000009.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000009.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000011.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000011.png	0.999955	-0.002022	0.009236	-0.000456	0.023694	-0.004539	0.625202	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000013.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000013.png	0.999947	-0.000866	0.010249	-0.000296	0.017728	-0.006606	0.551830	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000015.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000015.png	0.999922	0.000099	0.012504	-0.000645	0.007744	-0.004492	0.470196	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000014.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000014.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000016.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000016.png	0.999900	0.000573	0.014139	-0.000146	0.007017	-0.001697	0.449229	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000018.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000018.png	0.999837	0.000265	0.018044	0.000893	0.004181	0.005639	0.434732	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000020.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000020.png	0.999867	-0.000623	0.016269	0.001018	-0.021370	-0.041654	0.423760	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000017.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000019.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000019.png	0.999861	-0.000161	0.016585	0.001509	-0.003849	-0.019355	0.411315	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000021.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000021.png	0.999878	-0.001053	0.015560	0.000361	-0.025453	-0.041458	0.400600	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000023.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000023.png	0.999907	-0.000157	0.013652	0.000363	-0.016914	-0.031643	0.345036	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000022.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000022.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000024.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000024.png	0.999910	0.000578	0.013415	-0.000097	-0.008314	-0.037026	0.338934	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000026.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000026.png	0.999914	0.000608	0.013086	-0.000821	0.005034	-0.041626	0.344013	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000028.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000028.png	0.999919	-0.000745	0.012622	0.001205	0.012744	-0.028302	0.346448	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000031.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000031.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000033.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000033.png	0.999998	-0.000058	0.001364	0.001119	-0.017990	-0.014965	0.327293	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000035.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000035.png	0.999988	0.000072	-0.004643	0.001281	-0.033112	-0.034459	0.329185	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000037.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000037.png	0.999967	-0.000384	-0.008094	0.000257	-0.041248	-0.022160	0.296325	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000036.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000036.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000038.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000038.png	0.999940	-0.000266	-0.010913	0.001178	-0.042071	-0.008468	0.291182	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000040.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000040.png	0.999891	0.001058	-0.014693	0.000744	-0.049645	-0.003341	0.268164	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000042.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000042.png	0.999857	0.000493	-0.016898	-0.000828	-0.056911	-0.002757	0.255013	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000039.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000039.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000041.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000041.png	0.999877	0.001156	-0.015632	-0.000614	-0.054451	-0.003467	0.253101	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000043.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000043.png	0.999823	0.000112	-0.018826	-0.000314	-0.060650	-0.002298	0.266649	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000045.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000045.png	0.999809	0.000682	-0.019528	-0.000031	-0.059906	-0.001521	0.250738	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000044.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000044.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000046.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000046.png	0.999778	0.000432	-0.021057	-0.000714	-0.066113	0.000878	0.264243	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000048.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000048.png	0.999783	0.000690	-0.020826	-0.000797	-0.065584	0.001166	0.259139	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000050.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000050.png	0.999696	0.001905	-0.024553	0.000651	-0.069991	0.000001	0.306548	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000047.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000047.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000049.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000049.png	0.999752	0.001669	-0.022209	-0.000176	-0.065675	0.000370	0.271639	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000051.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000051.png	0.999669	0.000948	-0.025703	0.000884	-0.071992	0.000960	0.332690	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000053.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000053.png	0.999612	-0.002054	-0.027766	-0.000244	-0.081822	0.001411	0.386013	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000052.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000052.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000054.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000054.png	0.999576	-0.001393	-0.029066	0.001220	-0.079018	0.002312	0.403941	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000056.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000056.png	0.999580	-0.002210	-0.028856	-0.001582	-0.088752	-0.001849	0.428571	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000058.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000058.png	0.999640	-0.002395	-0.026690	-0.001257	-0.080308	-0.004512	0.408468	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000060.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000060.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000062.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000062.png	0.999722	0.000170	-0.023469	-0.002380	-0.029423	-0.044102	0.436635	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000064.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000064.png	0.999825	-0.000131	-0.018714	-0.000299	0.048948	-0.062696	0.398285	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000066.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000066.png	0.999891	-0.000687	-0.014724	-0.001058	0.032137	-0.045833	0.418128	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000065.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000065.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000067.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000067.png	0.999939	-0.000148	-0.010924	-0.001892	0.019351	-0.034890	0.399221	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000069.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000069.png	0.999964	-0.000335	-0.008467	-0.000476	0.048638	-0.018300	0.388482	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0113_sync/image_02/data/0000000071.png	val/2011_09_26_drive_0113_sync/proj_depth/groundtruth/image_02/0000000071.png	0.999961	-0.001279	-0.008694	-0.000489	0.049817	0.004213	0.389125	0.580948	1.924101	0.490788	0.460944
